作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
204	103	6	109	4	6
205	103	3	106	2	10
206	104	5	109	5	2
207	105	9	114	5	8
208	105	8	113	4	8
209	105	9	114	4	7
210	106	6	112	1	1
211	106	9	115	1	6
212	107	1	108	3	10
213	107	5	112	4	6
214	108	7	115	1	10
215	109	6	115	2	8
216	110	9	119	4	9
217	110	7	117	4	6
218	110	10	120	4	2
219	110	1	111	3	1
220	111	10	121	1	9
221	112	8	120	5	5
222	113	3	116	4	5
223	113	1	114	4	6
224	114	6	120	3	10
225	114	7	121	1	8
226	115	7	122	3	4
227	115	1	116	4	7
228	115	1	116	1	2
229	115	3	118	1	6
230	117	6	123	4	7
231	118	4	122	3	6
232	118	3	121	5	5
233	118	4	122	2	2
234	119	2	121	4	9
235	119	3	122	5	6
236	119	6	125	4	7
237	119	8	127	4	6
238	120	3	123	4	7
239	120	1	121	3	10
240	120	7	127	4	10
241	121	4	125	5	10
242	121	8	129	4	2
243	123	5	128	3	2
244	124	6	130	1	7
245	124	5	129	4	6
246	124	10	134	4	6
247	124	9	133	5	3
248	124	5	129	2	8
249	124	1	125	1	10
250	125	7	132	2	4
251	126	7	133	4	9
252	127	10	137	5	1
253	128	10	138	5	3
254	129	7	136	3	3
255	130	9	139	2	6
256	130	6	136	2	4
257	130	4	134	2	9
258	130	10	140	1	6
259	132	4	136	1	9
260	132	1	133	4	6
261	132	6	138	1	9
262	132	7	139	2	1
263	133	4	137	3	9
264	134	2	136	1	2
265	134	2	136	5	7
266	135	6	141	4	5
267	135	7	142	2	2
268	136	1	137	3	1
269	137	8	145	4	6
270	137	8	145	2	3
271	137	8	145	2	4
272	138	10	148	5	9
273	139	5	144	4	5
274	139	2	141	1	3
275	139	3	142	4	2
276	140	10	150	1	1
277	140	6	146	1	3
278	140	4	144	4	6
279	140	10	150	2	2
280	141	3	144	2	7
281	142	2	144	3	10
282	142	3	145	1	8
283	143	7	150	2	4
284	143	2	145	2	8
285	143	3	146	4	4
286	143	5	148	4	3
287	144	9	153	3	9
288	145	7	152	1	8
289	145	8	153	1	6
290	145	5	150	4	1
291	145	1	146	2	1
292	147	2	149	5	7
293	147	7	154	1	2
294	148	1	149	3	1
295	148	7	155	1	1
296	148	1	149	4	2
297	150	6	156	5	9
298	150	10	160	4	1
299	153	3	156	2	5
300	154	4	158	5	6
