作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
130	61	6	67	8	9
131	62	1	63	8	6
132	62	2	64	3	3
133	63	3	66	2	6
134	63	8	71	2	7
135	63	2	65	3	2
136	64	5	69	10	5
137	65	10	75	10	8
138	65	4	69	7	5
139	66	5	71	8	2
140	66	4	70	6	10
141	66	7	73	7	3
142	67	7	74	9	7
143	68	6	74	8	1
144	68	6	74	9	4
145	68	1	69	8	6
146	69	7	76	8	9
147	70	6	76	2	4
148	70	6	76	1	3
149	70	7	77	5	2
150	71	5	76	4	8
151	71	8	79	7	7
152	72	10	82	7	1
153	73	6	79	3	5
154	75	8	83	2	1
155	76	9	85	2	10
156	76	4	80	6	6
157	77	9	86	10	8
158	79	8	87	2	3
159	80	1	81	8	5
160	80	1	81	5	9
161	81	3	84	6	5
162	82	2	84	5	10
163	83	10	93	6	8
164	84	5	89	8	1
165	84	6	90	1	2
166	85	7	92	5	9
167	85	3	88	10	1
168	85	3	88	4	3
169	85	3	88	9	3
170	85	1	86	5	5
171	86	10	96	10	5
172	86	6	92	7	6
173	86	1	87	4	5
174	86	5	91	8	5
175	86	3	89	8	9
176	87	2	89	4	10
177	87	1	88	10	2
178	87	4	91	8	9
179	87	8	95	5	6
180	87	4	91	9	3
181	88	6	94	7	2
182	90	7	97	3	6
183	90	1	91	7	6
184	91	5	96	8	3
185	91	5	96	10	3
186	92	8	100	5	10
187	93	9	102	10	6
188	94	4	98	1	8
189	94	3	97	10	3
190	94	10	104	8	6
191	95	3	98	9	5
192	96	1	97	3	2
193	96	6	102	5	4
194	96	5	101	10	1
195	97	8	105	9	5
196	99	6	105	2	7
197	99	4	103	7	2
198	100	9	109	4	8
199	100	3	103	7	10
200	100	10	110	2	7
201	104	1	105	3	5
202	104	1	105	8	9
203	104	5	109	1	2
204	104	10	114	4	6
205	104	9	113	6	5
206	105	10	115	3	4
207	106	7	113	6	9
208	107	6	113	10	3
209	107	10	117	9	8
210	108	4	112	5	9
211	108	3	111	5	6
212	109	2	111	1	6
213	109	6	115	10	7
214	110	4	114	9	1
215	110	2	112	6	3
216	111	10	121	6	9
217	111	10	121	3	4
218	112	10	122	9	7
219	112	1	113	5	8
220	112	4	116	7	9
221	112	10	122	5	9
222	112	1	113	8	7
223	112	5	117	7	6
224	112	10	122	10	9
225	113	10	123	6	8
226	113	8	121	7	1
227	114	2	116	6	6
228	114	4	118	4	4
229	114	7	121	2	9
230	114	4	118	8	7
231	115	1	116	8	7
232	115	1	116	7	8
233	116	7	123	9	7
234	116	7	123	4	7
235	117	1	118	4	4
236	117	5	122	5	7
237	118	8	126	5	9
238	118	3	121	1	4
239	119	9	128	7	1
240	119	8	127	5	8
241	119	5	124	1	4
242	121	9	130	4	7
243	121	7	128	3	10
244	121	7	128	2	7
245	121	9	130	5	2
246	121	3	124	10	7
247	121	7	128	6	2
248	122	9	131	2	6
249	122	2	124	6	10
250	123	1	124	8	3
251	123	7	130	4	6
252	124	8	132	2	8
253	124	4	128	5	6
254	125	4	129	8	6
255	125	9	134	2	5
256	126	4	130	5	6
257	127	5	132	3	2
258	127	6	133	7	3
259	127	5	132	4	4
260	128	4	132	3	4
261	129	5	134	1	8
262	130	3	133	10	9
263	130	4	134	3	7
264	131	7	138	7	10
265	132	10	142	7	3
266	133	1	134	2	10
267	133	9	142	10	8
268	134	6	140	4	10
269	134	9	143	9	1
270	134	7	141	9	10
271	135	2	137	1	5
272	135	7	142	2	4
273	136	6	142	1	8
274	137	5	142	3	4
275	138	4	142	4	9
276	138	3	141	6	4
277	138	9	147	6	4
278	138	2	140	7	3
279	138	4	142	8	4
280	140	3	143	7	10
281	140	2	142	2	8
282	140	2	142	9	8
283	141	8	149	7	2
284	141	10	151	9	1
285	141	4	145	3	2
286	143	2	145	5	10
287	143	9	152	4	6
288	144	5	149	4	9
289	144	3	147	1	1
290	144	9	153	1	3
291	145	8	153	6	10
292	146	4	150	4	9
293	147	6	153	8	7
294	147	3	150	7	7
295	148	3	151	6	8
296	148	1	149	9	6
297	149	6	155	5	7
298	149	2	151	4	5
299	149	6	155	6	1
300	149	7	156	2	4
