作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
182	87	8	95	2	6
183	87	4	91	3	3
184	88	1	89	4	6
185	88	4	92	5	7
186	89	9	98	5	3
187	90	2	92	3	1
188	90	7	97	2	3
189	92	7	99	1	4
190	94	9	103	3	1
191	95	6	101	5	6
192	95	9	104	4	3
193	95	10	105	3	3
194	95	10	105	5	8
195	95	6	101	1	7
196	97	1	98	4	3
197	98	4	102	2	4
198	98	6	104	1	6
199	99	6	105	1	5
200	100	7	107	4	8
201	100	7	107	1	1
202	100	3	103	2	7
203	100	3	103	5	4
204	101	1	102	2	8
205	102	1	103	1	4
206	102	9	111	4	9
207	102	5	107	2	6
208	103	4	107	5	8
209	103	9	112	5	6
210	103	9	112	5	4
211	103	8	111	5	6
212	104	10	114	2	7
213	104	3	107	5	1
214	104	4	108	5	10
215	105	7	112	2	2
216	106	8	114	4	1
217	106	1	107	1	4
218	107	7	114	3	2
219	107	3	110	2	5
220	107	10	117	3	1
221	108	2	110	5	9
222	108	4	112	5	10
223	108	7	115	3	8
224	108	5	113	4	1
225	108	7	115	3	5
226	110	2	112	1	10
227	110	2	112	1	9
228	110	1	111	4	4
229	111	3	114	4	10
230	111	8	119	3	5
231	111	1	112	5	6
232	111	3	114	4	6
233	112	3	115	2	9
234	113	1	114	1	6
235	113	7	120	1	5
236	113	10	123	1	9
237	114	6	120	1	2
238	115	2	117	5	7
239	116	10	126	5	2
240	116	7	123	2	10
